GW,Team Rank,Formation,Total Score,GK Player,GK Club,GK Score,DEF Player,DEF Club,DEF Score,MID Player,MID Club,MID Score,FWD Player,FWD Club,FWD Score,Extra Player,Extra Club,Extra Position,Extra Score
GW 347,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 347,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 347,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 347,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 346,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 346,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 346,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 346,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 345,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 345,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 345,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 345,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 344,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 344,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 344,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 344,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 343,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 343,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 343,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 343,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 342,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 342,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 342,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 342,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 341,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 341,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 341,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 341,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 340,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 340,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 340,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 340,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 339,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 339,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 339,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 339,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 338,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 338,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 338,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 338,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 337,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 337,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 337,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 337,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 336,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 336,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 336,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 336,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 335,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 335,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 335,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 335,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 334,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 334,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 334,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 334,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 333,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 333,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 333,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 333,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 332,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 332,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 332,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 332,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 331,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 331,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 331,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 331,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 330,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 330,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 330,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 330,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 329,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 329,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 329,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 329,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 328,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 328,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 328,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 328,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 327,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 327,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 327,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 327,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 326,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 326,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 326,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 326,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 325,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 325,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 325,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
